backbone,dataset,method,variant,seed,run_id,source_artifact,commit,evidence_tier,manuscript_role,paired_control_run_id,paired_variant,pair_valid,parameter_match_pct,trainability_regime,trainable_parameters,selector_metric,selected_epoch,balanced_accuracy,macro_f1,kappa,weighted_f1,audit_status,audit_notes,selection_rule
LaBraM,PhysioNet-MI,native_channel_patch,channel_patch,3407,physio_mi_full_channel_patch_lowrank_locked_lr5e4_s3407_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_full_channel_patch_lowrank_locked_lr5e4_s3407_b64_e40,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,5906550,validation_kappa,15,0.6158282889039495,,0.48760575613560897,0.6159926365705106,UNREVIEWED,,complete_three_seed:native_channel_patch:channel_patch
LaBraM,PhysioNet-MI,native_channel_patch,channel_patch,42,physio_mi_full_channel_patch_lowrank_locked_lr5e4_s42_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_full_channel_patch_lowrank_locked_lr5e4_s42_b64_e40,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,5906550,validation_kappa,11,0.6297170793176202,,0.5060737876723087,0.6309687148760922,UNREVIEWED,,complete_three_seed:native_channel_patch:channel_patch
LaBraM,PhysioNet-MI,frozen_native_generic,generic,1024,physio_mi_generic_locked_lr5e4_s1024_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_generic_locked_lr5e4_s1024_b64_e40,,PRIMARY_CANDIDATE,CONTEXT,,,,,frozen,27069,validation_kappa,20,0.2697106347141692,,0.02640075926648555,0.25764757770551155,UNREVIEWED,,complete_three_seed:frozen_native_generic:generic
LaBraM,PhysioNet-MI,frozen_native_generic,generic,3407,physio_mi_generic_locked_lr5e4_s3407_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_generic_locked_lr5e4_s3407_b64_e40,,PRIMARY_CANDIDATE,CONTEXT,,,,,frozen,27069,validation_kappa,20,0.26861923318176184,,0.024927126622417473,0.257323653155011,UNREVIEWED,,complete_three_seed:frozen_native_generic:generic
LaBraM,PhysioNet-MI,frozen_native_generic,generic,42,physio_mi_generic_locked_lr5e4_s42_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_generic_locked_lr5e4_s42_b64_e40,,PRIMARY_CANDIDATE,CONTEXT,,,,,frozen,27069,validation_kappa,20,0.2713674956837422,,0.02860745563193645,0.25894625578852154,UNREVIEWED,,complete_three_seed:frozen_native_generic:generic
LaBraM,PhysioNet-MI,dense,none,1024,physio_mi_labram_dense_locked_lr5e4_s1024_b64_e40_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_labram_dense_locked_lr5e4_s1024_b64_e40_scale100,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,5820740,validation_kappa,16,0.6223072517575746,,0.4963901982048199,0.6232948413059111,UNREVIEWED,,complete_three_seed:dense:none
LaBraM,PhysioNet-MI,dense,none,3407,physio_mi_labram_dense_locked_lr5e4_s3407_b64_e40_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_labram_dense_locked_lr5e4_s3407_b64_e40_scale100,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,5820740,validation_kappa,17,0.5933300625025842,,0.4578504673663968,0.5933492955145299,UNREVIEWED,,complete_three_seed:dense:none
LaBraM,PhysioNet-MI,dense,none,42,physio_mi_labram_dense_sweep_lr5e4_s42_b64_e40_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_labram_dense_sweep_lr5e4_s42_b64_e40_scale100,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,5820740,validation_kappa,21,0.6123109472490749,,0.4830437282960296,0.6142119774327689,UNREVIEWED,,complete_three_seed:dense:none
LaBraM,PhysioNet-MI,lora,qkv,1024,physio_mi_lora_locked_lr5e4_s1024_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_lora_locked_lr5e4_s1024_b64_e40,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,77604,validation_kappa,30,0.531337027959996,,0.3750689623347724,0.5293968411562315,UNREVIEWED,,complete_three_seed:lora:qkv
LaBraM,PhysioNet-MI,lora,qkv,3407,physio_mi_lora_locked_lr5e4_s3407_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_lora_locked_lr5e4_s3407_b64_e40,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,77604,validation_kappa,25,0.5268508642895542,,0.3690807696599345,0.5271852842834744,UNREVIEWED,,complete_three_seed:lora:qkv
LaBraM,PhysioNet-MI,lora,qkv,42,physio_mi_lora_locked_lr5e4_s42_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_lora_locked_lr5e4_s42_b64_e40,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,77604,validation_kappa,33,0.5723966199257133,,0.4298109177001016,0.5745333680908417,UNREVIEWED,,complete_three_seed:lora:qkv
LaBraM,PhysioNet-MI,upper2,upper,1024,physio_mi_upper2_locked_lr5e4_s1024_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_upper2_locked_lr5e4_s1024_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,966164,validation_kappa,29,0.4937348798433915,,0.3248495497257996,0.4928994821391977,UNREVIEWED,,complete_three_seed:upper2:upper
LaBraM,PhysioNet-MI,upper2,upper,3407,physio_mi_upper2_locked_lr5e4_s3407_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_upper2_locked_lr5e4_s3407_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,966164,validation_kappa,14,0.5193809766394943,,0.3589713202180611,0.5156858650542416,UNREVIEWED,,complete_three_seed:upper2:upper
LaBraM,PhysioNet-MI,upper2,upper,42,physio_mi_upper2_locked_lr5e4_s42_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/physio_mi_upper2_locked_lr5e4_s42_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,966164,validation_kappa,11,0.5335640136211067,,0.37803410403486215,0.534769702802344,UNREVIEWED,,complete_three_seed:upper2:upper
CBraMod,physionet_mi,interaction_aligned,channel,42,physionet_mi_cbramod_frozen_channel_r64_s42_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_channel_r64_s42_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,physionet_mi_cbramod_frozen_axisblind_s42_lr2e-4_b64_e40,channel,PAIR_STRUCTURALLY_INVALID,50.28274032927988,frozen,41151609,validation_kappa,7,0.5392313995057074,0.541705919662576,0.38554458482747767,0.5416744180025194,UNREVIEWED,,complete_three_seed:interaction_aligned:channel
CBraMod,physionet_mi,interaction_aligned,channel,1024,physionet_mi_cbramod_frozen_channel_s1024_r64_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_channel_s1024_r64_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,physionet_mi_cbramod_frozen_axisblind_s1024_r148_lr2e-4_b64_e40,channel,PAIR_STRUCTURALLY_INVALID,50.28274032927988,frozen,41151609,validation_kappa,2,0.5552695052871399,0.5545717673204273,0.40693927386864703,0.5545100653436812,UNREVIEWED,,complete_three_seed:interaction_aligned:channel
CBraMod,physionet_mi,interaction_aligned,channel,3407,physionet_mi_cbramod_frozen_channel_s3407_r64_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_channel_s3407_r64_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,physionet_mi_cbramod_frozen_axisblind_s3407_r148_lr2e-4_b64_e40,channel,PAIR_STRUCTURALLY_INVALID,50.28274032927988,frozen,41151609,validation_kappa,11,0.5402712924306594,0.5432412332908125,0.386977160424965,0.5432178800623216,UNREVIEWED,,complete_three_seed:interaction_aligned:channel
CBraMod,physionet_mi,generic_bottleneck,none,42,physionet_mi_cbramod_frozen_generic_r64_s42_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_generic_r64_s42_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,41148069,validation_kappa,4,0.5425707668081,0.5449031234091855,0.38997207973188663,0.5448459749237149,UNREVIEWED,,complete_three_seed:generic_bottleneck:none
CBraMod,physionet_mi,generic_bottleneck,none,1024,physionet_mi_cbramod_frozen_generic_s1024_r64_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_generic_s1024_r64_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,41148069,validation_kappa,2,0.562441614470168,0.5627679789379954,0.41653022251607386,0.5627192578897148,UNREVIEWED,,complete_three_seed:generic_bottleneck:none
CBraMod,physionet_mi,generic_bottleneck,none,3407,physionet_mi_cbramod_frozen_generic_s3407_r64_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_generic_s3407_r64_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,41148069,validation_kappa,8,0.5473733390214944,0.5503297619207032,0.39653585474018915,0.5503428286183412,UNREVIEWED,,complete_three_seed:generic_bottleneck:none
CBraMod,physionet_mi,frozen_probe,none,1024,physionet_mi_cbramod_frozen_probe_s1024_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_probe_s1024_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,,,,,frozen,41121804,validation_kappa,12,0.5425242785108676,0.5440738589439391,0.38996257280585844,0.5440560821872225,UNREVIEWED,,complete_three_seed:frozen_probe:none
CBraMod,physionet_mi,frozen_probe,none,3407,physionet_mi_cbramod_frozen_probe_s3407_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_probe_s3407_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,,,,,frozen,41121804,validation_kappa,7,0.5475023720990332,0.5497823368589918,0.39661282484010474,0.5497720365342724,UNREVIEWED,,complete_three_seed:frozen_probe:none
CBraMod,physionet_mi,frozen_probe,none,42,physionet_mi_cbramod_frozen_probe_s42_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_probe_s42_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,,,,,frozen,41121804,validation_kappa,7,0.5404099732452281,0.542561038807855,0.38705358314524163,0.5424948095549804,UNREVIEWED,,complete_three_seed:frozen_probe:none
CBraMod,physionet_mi,lora,none,1024,physionet_mi_cbramod_lora_qkv_r8_s1024_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_lora_qkv_r8_s1024_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,41198604,validation_kappa,16,0.5446692651842091,0.5464679282043813,0.39286829018200453,0.5464545266921237,UNREVIEWED,,complete_three_seed:lora:none
CBraMod,physionet_mi,lora,none,3407,physionet_mi_cbramod_lora_qkv_r8_s3407_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_lora_qkv_r8_s3407_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,41198604,validation_kappa,9,0.5502713419589702,0.5528088623564995,0.4002994743818573,0.5527869870397326,UNREVIEWED,,complete_three_seed:lora:none
CBraMod,physionet_mi,lora,none,42,physionet_mi_cbramod_lora_qkv_r8_s42_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_lora_qkv_r8_s42_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,41198604,validation_kappa,7,0.5530676793538323,0.5556002063418632,0.40402194084174914,0.5555925729578591,UNREVIEWED,,complete_three_seed:lora:none
CBraMod,physionet_mi,upper_k_finetune,none,1024,physionet_mi_cbramod_upper2_s1024_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_upper2_s1024_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,41927004,validation_kappa,2,0.6073146476461674,0.6100689882889578,0.4764028877898957,0.6100326232833504,UNREVIEWED,,complete_three_seed:upper_k_finetune:none
CBraMod,physionet_mi,upper_k_finetune,none,3407,physionet_mi_cbramod_upper2_s3407_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_upper2_s3407_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,41927004,validation_kappa,2,0.5924414030391509,0.5917255311482967,0.45648424724869774,0.5916796896741513,UNREVIEWED,,complete_three_seed:upper_k_finetune:none
CBraMod,physionet_mi,upper_k_finetune,none,42,physionet_mi_cbramod_upper2_s42_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_upper2_s42_lr2e-4_b64_e40,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,41927004,validation_kappa,22,0.5956809083125915,0.5982934210075351,0.4608932509680761,0.598278840454946,UNREVIEWED,,complete_three_seed:upper_k_finetune:none
CBraMod,seedv,full_finetune,none,1024,seedv_dense_full_s1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_dense_full_s1024,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,14965805,validation_kappa,30,0.40081481657183937,0.40128780632006417,0.25889433768476644,0.41190772635308864,UNREVIEWED,,complete_three_seed:full_finetune:none
CBraMod,seedv,full_finetune,none,3407,seedv_dense_full_s3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_dense_full_s3407,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,14965805,validation_kappa,8,0.37974486759455534,0.3748987106346814,0.22847346591378603,0.38409382809430226,UNREVIEWED,,complete_three_seed:full_finetune:none
CBraMod,seedv,full_finetune,none,42,seedv_dense_full_s42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_dense_full_s42,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,14965805,validation_kappa,7,0.3822997605071836,0.38217977400782005,0.2350441210048685,0.3931424184699292,UNREVIEWED,,complete_three_seed:full_finetune:none
CBraMod,seedv,interaction_aligned,channel,1024,seedv_evalmode_frozen_channel_s1024_lr1e-5_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_channel_s1024_lr1e-5_20260804,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,seedv_evalmode_frozen_axis_blind_s1024_20260804,channel,PAIR_STRUCTURALLY_INVALID,50.28274032927988,frozen,10111810,validation_kappa,13,0.2911470986043746,0.29075242309834515,0.11102726904709448,0.2947268347376295,UNREVIEWED,,complete_three_seed:interaction_aligned:channel
CBraMod,seedv,interaction_aligned,channel,3407,seedv_evalmode_frozen_channel_s3407_lr1e-5_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_channel_s3407_lr1e-5_20260804,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,seedv_evalmode_frozen_axis_blind_s3407_requeue_20260805,channel,PAIR_STRUCTURALLY_INVALID,50.28274032927988,frozen,10111810,validation_kappa,10,0.296139844846257,0.28097478179789287,0.11836499239636145,0.28848139295612957,UNREVIEWED,,complete_three_seed:interaction_aligned:channel
CBraMod,seedv,interaction_aligned,channel,42,seedv_evalmode_frozen_channel_s42_lr1e-5_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_channel_s42_lr1e-5_20260804,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,seedv_evalmode_frozen_axis_blind_s42_20260804,channel,PAIR_STRUCTURALLY_INVALID,50.28274032927988,frozen,10111810,validation_kappa,5,0.288196999934955,0.28532104252684387,0.108617838060861,0.29184776948437363,UNREVIEWED,,complete_three_seed:interaction_aligned:channel
CBraMod,seedv,frozen_probe,none,1024,seedv_evalmode_frozen_dense_s1024_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_dense_s1024_20260804,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,,,,,frozen,10082005,validation_kappa,13,0.2974509276419053,0.2943688133968042,0.11955363242396444,0.29968074285288016,UNREVIEWED,,complete_three_seed:frozen_probe:none
CBraMod,seedv,frozen_probe,none,3407,seedv_evalmode_frozen_dense_s3407_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_dense_s3407_20260804,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,,,,,frozen,10082005,validation_kappa,10,0.29973132813597125,0.28764286457921145,0.1228544096555827,0.2948582455688621,UNREVIEWED,,complete_three_seed:frozen_probe:none
CBraMod,seedv,frozen_probe,none,42,seedv_evalmode_frozen_dense_s42_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_dense_s42_20260804,,PRIMARY_CANDIDATE,BOUNDARY;RQ1,,,,,frozen,10082005,validation_kappa,18,0.29887356868193465,0.2972422535706719,0.12037805964392967,0.3009894967006879,UNREVIEWED,,complete_three_seed:frozen_probe:none
CBraMod,seedv,generic_bottleneck,none,1024,seedv_evalmode_frozen_generic_s1024_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_generic_s1024_20260804,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,10108270,validation_kappa,5,0.294764441240966,0.2948937702590357,0.11541017041287605,0.29902430687271664,UNREVIEWED,,complete_three_seed:generic_bottleneck:none
CBraMod,seedv,generic_bottleneck,none,3407,seedv_evalmode_frozen_generic_s3407_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_generic_s3407_20260804,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,10108270,validation_kappa,14,0.293487994219922,0.29012982862273634,0.11169233784283494,0.290626152617409,UNREVIEWED,,complete_three_seed:generic_bottleneck:none
CBraMod,seedv,generic_bottleneck,none,42,seedv_evalmode_frozen_generic_s42_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_generic_s42_20260804,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,10108270,validation_kappa,5,0.29327278088386477,0.2892504477598282,0.11305587634891845,0.2935554378212802,UNREVIEWED,,complete_three_seed:generic_bottleneck:none
CBraMod,seedv,lora,none,1024,seedv_evalmode_frozen_lora_qkv_r8_s1024_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_lora_qkv_r8_s1024_20260804,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,10158805,validation_kappa,16,0.3867902250139227,0.3862253754203979,0.2350602402969746,0.39334285536144853,UNREVIEWED,,complete_three_seed:lora:none
CBraMod,seedv,lora,none,3407,seedv_evalmode_frozen_lora_qkv_r8_s3407_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_lora_qkv_r8_s3407_20260804,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,10158805,validation_kappa,21,0.38314387377183884,0.38374999623511946,0.23386297981557047,0.3927679570764286,UNREVIEWED,,complete_three_seed:lora:none
CBraMod,seedv,lora,none,42,seedv_evalmode_frozen_lora_qkv_r8_s42_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_lora_qkv_r8_s42_20260804,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,10158805,validation_kappa,17,0.3815379686624684,0.38342825703241834,0.23047322396546233,0.39145469335203414,UNREVIEWED,,complete_three_seed:lora:none
CBraMod,seedv,upper_k_finetune,none,1024,seedv_evalmode_frozen_upper2_s1024_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_upper2_s1024_20260804,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,10887205,validation_kappa,17,0.3892243661120306,0.389832491222247,0.23905169859105813,0.3972784537978518,UNREVIEWED,,complete_three_seed:upper_k_finetune:none
CBraMod,seedv,upper_k_finetune,none,3407,seedv_evalmode_frozen_upper2_s3407_requeue_20260805,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_upper2_s3407_requeue_20260805,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,10887205,validation_kappa,9,0.38883403702200003,0.3818443075764133,0.23642263336649239,0.38919665572669876,UNREVIEWED,,complete_three_seed:upper_k_finetune:none
CBraMod,seedv,upper_k_finetune,none,42,seedv_evalmode_frozen_upper2_s42_20260804,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_evalmode_frozen_upper2_s42_20260804,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,10887205,validation_kappa,14,0.3913698888844211,0.3927003265206678,0.242431646016815,0.4009271779362901,UNREVIEWED,,complete_three_seed:upper_k_finetune:none
LaBraM,SEED-V,frozen_native_generic,generic,1024,seedv_final_generic_frozen_s1024_b16_lr3e-4_e40_test_r3,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/seedv_final_generic_frozen_s1024_b16_lr3e-4_e40_test_r3,,PRIMARY_CANDIDATE,CONTEXT,,,,,frozen,27270,validation_kappa,28,0.2948071243135587,,0.1148411716101041,0.2797795110917704,UNREVIEWED,,complete_three_seed:frozen_native_generic:generic
LaBraM,SEED-V,frozen_native_generic,generic,3407,seedv_final_generic_frozen_s3407_b16_lr3e-4_e40_test_r3,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/seedv_final_generic_frozen_s3407_b16_lr3e-4_e40_test_r3,,PRIMARY_CANDIDATE,CONTEXT,,,,,frozen,27270,validation_kappa,28,0.29642443578781263,,0.11693206444222493,0.28245073340299764,UNREVIEWED,,complete_three_seed:frozen_native_generic:generic
LaBraM,SEED-V,frozen_native_generic,generic,42,seedv_final_generic_frozen_s42_b16_lr3e-4_e40_test_r3,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/seedv_final_generic_frozen_s42_b16_lr3e-4_e40_test_r3,,PRIMARY_CANDIDATE,CONTEXT,,,,,frozen,27270,validation_kappa,28,0.29490536142074136,,0.11518778578330846,0.28000393688923325,UNREVIEWED,,complete_three_seed:frozen_native_generic:generic
LaBraM,SEED-V,lora,qkv,1024,seedv_final_lora_qkv_r8_s1024_b16_lr3e-4_e40_test_r3,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/seedv_final_lora_qkv_r8_s1024_b16_lr3e-4_e40_test_r3,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,77805,validation_kappa,33,0.287573850219264,,0.11126640723965231,0.28106262259083997,UNREVIEWED,,complete_three_seed:lora:qkv
LaBraM,SEED-V,lora,qkv,3407,seedv_final_lora_qkv_r8_s3407_b16_lr3e-4_e40_test_r3,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/seedv_final_lora_qkv_r8_s3407_b16_lr3e-4_e40_test_r3,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,77805,validation_kappa,28,0.2814287786933532,,0.10189204009778197,0.2706965939282741,UNREVIEWED,,complete_three_seed:lora:qkv
LaBraM,SEED-V,lora,qkv,42,seedv_final_lora_qkv_r8_s42_b16_lr3e-4_e40_test_r3,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/seedv_final_lora_qkv_r8_s42_b16_lr3e-4_e40_test_r3,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,77805,validation_kappa,33,0.28794075948298564,,0.11072582874879411,0.2843296914928396,UNREVIEWED,,complete_three_seed:lora:qkv
LaBraM,SEED-V,upper2,upper,1024,seedv_final_upper2_s1024_b16_lr3e-4_e40_test,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/seedv_final_upper2_s1024_b16_lr3e-4_e40_test,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,966365,validation_kappa,33,0.3814504473898107,,0.22877175383226178,0.3881916002066703,UNREVIEWED,,complete_three_seed:upper2:upper
LaBraM,SEED-V,upper2,upper,3407,seedv_final_upper2_s3407_b16_lr3e-4_e40_test_r3,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/seedv_final_upper2_s3407_b16_lr3e-4_e40_test_r3,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,966365,validation_kappa,30,0.3896273654079126,,0.2395835478364169,0.39865418018498017,UNREVIEWED,,complete_three_seed:upper2:upper
