backbone,dataset,run_id,artifact_dir,method,axis,seed,candidate,candidate_score,contract_valid,status,selected_epoch,val_selection_value,balanced_accuracy,cohen_kappa,macro_f1,weighted_f1,trainable_parameters,adapter_delta_ratio,adapter_parameter_count,backbone_update_norm,evidence_status,candidate_status,artifact_status,manual_status,evidence_reason,scope_note,canonical_group_n,canonical_group_seeds,configuration_homogeneous,alignment_control_available,probe_available,rq1_eligible,rq2_eligible,rq3_eligible,rq4_eligible,reviewed_by,review_date,review_notes,source_log_path,previous_status,status_change_reason,status_change_date,exclusion_reason_code,source
CBraMod,physionet_mi,physionet_mi_cbramod_repair_frozen_patch_r32_s42_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_repair_frozen_patch_r32_s42_lr2e-4_b64_e40,interaction_aligned,patch,42,False,-1000,True,completed,4,0.3525836957982158,0.5507877239637601,0.4010116641189815,0.5519821391707729,0.5519647905874021,41132761,0.3585507869720459,10957,0.0,PILOT,PILOT_CANDIDATE,UNREVIEWED,UNREVIEWED,completed exploratory artifact outside locked packet,,3,"42,1024,3407",true,control_only,yes,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_repair_frozen_patch_r32_s42_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_repair_full_patch_r64_adaplr2e-4_s42_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_repair_full_patch_r64_adaplr2e-4_s42_lr2e-4_b64_e40,native_full_finetune,patch,42,False,-1000,True,completed,18,0.4302244524382197,0.6245796964682001,0.49937207776228365,0.6253609987558139,0.6253339702685085,46035409,0.0021688106935471296,29805,0.007215552963316441,PILOT,PILOT_CANDIDATE,UNREVIEWED,UNREVIEWED,completed exploratory artifact outside locked packet,,3,"42,1024,3407",false,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_repair_full_patch_r64_adaplr2e-4_s42_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_repair_frozen_channel_patch_r32_s42_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_repair_frozen_channel_patch_r32_s42_lr2e-4_b64_e40,interaction_aligned,channel_patch,42,False,-1000,True,completed,5,0.35717801563925944,0.5464032144258884,0.3951428649935962,0.5486212195118555,0.5486107056248216,41143718,0.4144701361656189,21914,0.0,PILOT,PILOT_CANDIDATE,UNREVIEWED,UNREVIEWED,completed exploratory artifact outside locked packet,,3,"42,1024,3407",false,control_only,yes,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_repair_frozen_channel_patch_r32_s42_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_repair_full_channel_patch_r64_adaplr2e-4_s42_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_repair_full_channel_patch_r64_adaplr2e-4_s42_lr2e-4_b64_e40,native_full_finetune,channel_patch,42,False,-1000,True,completed,20,0.4340570455512984,0.6162965742132264,0.4882918412620162,0.6172861083912223,0.6172402809005968,46065214,0.0023500642273575068,59610,0.0069137560203671455,PILOT,PILOT_CANDIDATE,UNREVIEWED,UNREVIEWED,completed exploratory artifact outside locked packet,,3,"42,1024,3407",false,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_repair_full_channel_patch_r64_adaplr2e-4_s42_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_dense_s1024_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_dense_s1024_lr2e-4_b64_e40,full_finetune,none,1024,True,102,True,completed,15,0.440208102923321,0.6257313167774399,0.5008721229478043,0.6265302355716044,0.6264985734802647,46005604,,0,0.007436857558786869,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,strict artifact but canonical group mixes resolved configurations,,3,"42,1024,3407",false,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_dense_s1024_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_dense_s3407_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_dense_s3407_lr2e-4_b64_e40,full_finetune,none,3407,True,102,True,completed,16,0.4455983386761114,0.6246091734803796,0.49938952993600016,0.625767881002731,0.6257425794318654,46005604,,0,0.006969483569264412,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,strict artifact but canonical group mixes resolved configurations,,3,"42,1024,3407",false,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_dense_s3407_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_frozen_probe_s3407_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_probe_s3407_lr2e-4_b64_e40,frozen_probe,none,3407,True,102,True,completed,7,0.3425786285396534,0.5475023720990332,0.39661282484010474,0.5497823368589918,0.5497720365342724,41121804,,0,0.0,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,,3,"42,1024,3407",true,unknown,unknown,PROVISIONAL,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_probe_s3407_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_frozen_probe_s1024_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_probe_s1024_lr2e-4_b64_e40,frozen_probe,none,1024,True,102,True,completed,12,0.3479352916134525,0.5425242785108676,0.38996257280585844,0.5440738589439391,0.5440560821872225,41121804,,0,0.0,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,,3,"42,1024,3407",true,unknown,unknown,PROVISIONAL,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_probe_s1024_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_frozen_channel_s1024_r64_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_channel_s1024_r64_lr2e-4_b64_e40,interaction_aligned,channel,1024,True,102,True,completed,2,0.3455114947550315,0.5552695052871399,0.40693927386864703,0.5545717673204273,0.5545100653436812,41151609,0.2878001928329468,29805,0.0,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,,3,"42,1024,3407",true,primary_pair_structurally_invalid,yes,PROVISIONAL,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_channel_s1024_r64_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_frozen_channel_s3407_r64_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_channel_s3407_r64_lr2e-4_b64_e40,interaction_aligned,channel,3407,True,102,True,completed,11,0.34097417137160346,0.5402712924306594,0.386977160424965,0.5432412332908125,0.5432178800623216,41151609,0.28831052780151367,29805,0.0,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,,3,"42,1024,3407",true,primary_pair_structurally_invalid,yes,PROVISIONAL,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_channel_s3407_r64_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_frozen_patch_s1024_r64_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_patch_s1024_r64_lr2e-4_b64_e40,interaction_aligned,patch,1024,True,102,True,completed,2,0.34475025990568886,0.5608115976270177,0.4143340460149233,0.5611777050507358,0.5611219910180419,41151609,0.35680124163627625,29805,0.0,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,,3,"42,1024,3407",true,primary_pair_structurally_invalid,yes,PROVISIONAL,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_patch_s1024_r64_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_frozen_patch_s3407_r64_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_patch_s3407_r64_lr2e-4_b64_e40,interaction_aligned,patch,3407,True,102,True,completed,5,0.3417603859935431,0.5418406821700308,0.38913695298175965,0.5402862138389434,0.5402832158154107,41151609,0.35689404606819153,29805,0.0,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,,3,"42,1024,3407",true,primary_pair_structurally_invalid,yes,PROVISIONAL,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_patch_s3407_r64_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_frozen_channel_patch_s1024_r32_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_channel_patch_s1024_r32_lr2e-4_b64_e40,interaction_aligned,channel_patch,1024,True,102,True,completed,6,0.3494503896076251,0.5447280280358292,0.39289244375614696,0.5474045257062004,0.5473611345361193,41143718,0.4016905426979065,21914,0.0,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,strict artifact but canonical group mixes resolved configurations,,3,"42,1024,3407",false,control_only,yes,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_channel_patch_s1024_r32_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_frozen_channel_patch_s3407_r32_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_channel_patch_s3407_r32_lr2e-4_b64_e40,interaction_aligned,channel_patch,3407,True,102,True,completed,10,0.34173936798634796,0.5385787626651348,0.3847423404298079,0.5408047389865864,0.5407886462338123,41143718,0.42583346366882324,21914,0.0,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,strict artifact but canonical group mixes resolved configurations,,3,"42,1024,3407",false,control_only,yes,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_channel_patch_s3407_r32_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_frozen_generic_s1024_r64_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_generic_s1024_r64_lr2e-4_b64_e40,generic_bottleneck,none,1024,True,102,True,completed,2,0.3509293245034052,0.562441614470168,0.41653022251607386,0.5627679789379954,0.5627192578897148,41148069,,26265,0.0,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,,3,"42,1024,3407",true,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_generic_s1024_r64_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_frozen_generic_s3407_r64_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_generic_s3407_r64_lr2e-4_b64_e40,generic_bottleneck,none,3407,True,102,True,completed,8,0.34410685842199173,0.5473733390214944,0.39653585474018915,0.5503297619207032,0.5503428286183412,41148069,,26265,0.0,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,,3,"42,1024,3407",true,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_generic_s3407_r64_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_frozen_axisblind_s3407_r148_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_axisblind_s3407_r148_lr2e-4_b64_e40,axis_blind,generic_token_control,3407,True,102,True,completed,5,0.3486765081527523,0.5440961577473573,0.392116570607315,0.5496647353599788,0.5496464634870936,41181753,,59949,0.0,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,,3,"42,1024,3407",true,primary_pair_structurally_invalid,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_axisblind_s3407_r148_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_frozen_axisblind_s1024_r148_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_axisblind_s1024_r148_lr2e-4_b64_e40,axis_blind,generic_token_control,1024,True,102,True,completed,6,0.35484234319130925,0.536947764649069,0.3825408309155919,0.5405298416645647,0.5405025521387802,41181753,,59949,0.0,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,,3,"42,1024,3407",true,primary_pair_structurally_invalid,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_frozen_axisblind_s1024_r148_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_lora_qkv_r8_s3407_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_lora_qkv_r8_s3407_lr2e-4_b64_e40,lora,none,3407,True,102,True,completed,9,0.3517642024226324,0.5502713419589702,0.4002994743818573,0.5528088623564995,0.5527869870397326,41198604,,0,0.0,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,,3,"42,1024,3407",true,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_lora_qkv_r8_s3407_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_upper2_s3407_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_upper2_s3407_lr2e-4_b64_e40,upper_k_finetune,none,3407,True,102,True,completed,2,0.4049076245495624,0.5924414030391509,0.45648424724869774,0.5917255311482967,0.5916796896741513,41927004,,0,0.0,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,,3,"42,1024,3407",true,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_upper2_s3407_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_lora_qkv_r8_s1024_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_lora_qkv_r8_s1024_lr2e-4_b64_e40,lora,none,1024,True,102,True,completed,16,0.3494835650771858,0.5446692651842091,0.39286829018200453,0.5464679282043813,0.5464545266921237,41198604,,0,0.0,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,,3,"42,1024,3407",true,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_lora_qkv_r8_s1024_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_full_channel_s3407_r64_adaplr2e-4_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_full_channel_s3407_r64_adaplr2e-4_lr2e-4_b64_e40,native_full_finetune,channel,3407,True,102,True,completed,12,0.4494439869574067,0.6124028776987829,0.48310797093454616,0.6141561867166017,0.6141092131477366,46035409,0.0027207667008042336,29805,0.006638667546212673,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,strict artifact but canonical group mixes resolved configurations,,3,"42,1024,3407",false,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_full_channel_s3407_r64_adaplr2e-4_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_upper2_s1024_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_upper2_s1024_lr2e-4_b64_e40,upper_k_finetune,none,1024,True,102,True,completed,2,0.389461258304136,0.6073146476461674,0.4764028877898957,0.6100689882889578,0.6100326232833504,41927004,,0,0.0,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,,3,"42,1024,3407",true,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_upper2_s1024_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_full_patch_s3407_r64_adaplr2e-4_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_full_patch_s3407_r64_adaplr2e-4_lr2e-4_b64_e40,native_full_finetune,patch,3407,True,102,True,completed,25,0.446369237059311,0.6268302184513554,0.5023430604725329,0.6280322262379716,0.627996476896273,46035409,0.0003540740581229329,29805,0.0067384932190179825,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,strict artifact but canonical group mixes resolved configurations,,3,"42,1024,3407",false,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_full_patch_s3407_r64_adaplr2e-4_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_full_channel_s1024_r64_adaplr2e-4_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_full_channel_s1024_r64_adaplr2e-4_lr2e-4_b64_e40,native_full_finetune,channel,1024,True,102,True,completed,17,0.43174718894843,0.6212425420238723,0.49493478380344824,0.6221057779681725,0.6220853374125851,46035409,0.0005484703578986228,29805,0.0076152062974870205,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,strict artifact but canonical group mixes resolved configurations,,3,"42,1024,3407",false,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_full_channel_s1024_r64_adaplr2e-4_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_full_patch_s1024_r64_adaplr2e-4_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_full_patch_s1024_r64_adaplr2e-4_lr2e-4_b64_e40,native_full_finetune,patch,1024,True,102,True,completed,32,0.4363713764982904,0.6290265336787553,0.5052860912045037,0.6301778180734139,0.6301362729917737,46035409,0.0005573636735789478,29805,0.007559764198958874,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,strict artifact but canonical group mixes resolved configurations,,3,"42,1024,3407",false,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_full_patch_s1024_r64_adaplr2e-4_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_full_channel_patch_s3407_r64_adaplr2e-4_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_full_channel_patch_s3407_r64_adaplr2e-4_lr2e-4_b64_e40,native_full_finetune,channel_patch,3407,True,102,True,completed,19,0.4525024811507927,0.6257103752228851,0.5008541084358844,0.6265177626235708,0.626472884234863,46065214,0.003295599017292261,59610,0.006966694723814726,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,strict artifact but canonical group mixes resolved configurations,,3,"42,1024,3407",false,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_full_channel_patch_s3407_r64_adaplr2e-4_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,physionet_mi,physionet_mi_cbramod_full_channel_patch_s1024_r64_adaplr2e-4_lr2e-4_b64_e40,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_full_channel_patch_s1024_r64_adaplr2e-4_lr2e-4_b64_e40,native_full_finetune,channel_patch,1024,True,102,True,completed,14,0.43716077674586895,0.6229646911727589,0.4971787975501185,0.6231720997578893,0.6231431119044099,46065214,0.0006773885106667876,59610,0.007145092356950045,SUPPORTING,SUPPORTING_CANDIDATE,UNREVIEWED,UNREVIEWED,strict artifact but canonical group mixes resolved configurations,,3,"42,1024,3407",false,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/physionet_mi/physionet_mi_cbramod_full_channel_patch_s1024_r64_adaplr2e-4_lr2e-4_b64_e40,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,seedv,seedv_smoke_gpu_dense_20260802_r4,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_smoke_gpu_dense_20260802_r4,frozen_probe,none,42,False,-1000,True,completed,1,0.0,0.0,0.0,0.0,0.0,10082005,,0,0.0,PILOT,PILOT_CANDIDATE,UNREVIEWED,UNREVIEWED,completed exploratory artifact outside locked packet,within-subject protocol; patch axis is singleton/degenerate,3,"42,1024,3407",true,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_smoke_gpu_dense_20260802_r4,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,seedv,seedv_smoke_gpu_channel_20260802_r1,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_smoke_gpu_channel_20260802_r1,interaction_aligned,channel,42,False,-1000,True,completed,1,0.0,0.0,0.0,0.0,0.0,10111810,2.1718737116316333e-05,29805,0.0,PILOT,PILOT_CANDIDATE,UNREVIEWED,UNREVIEWED,completed exploratory artifact outside locked packet,within-subject protocol; patch axis is singleton/degenerate,3,"42,1024,3407",true,control_only,yes,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_smoke_gpu_channel_20260802_r1,,,,UNREVIEWED,summary.json + test_metrics.json
CBraMod,seedv,seedv_dense_full_s42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_dense_full_s42,full_finetune,none,42,True,2,True,completed,7,0.20564980136008093,0.3822997605071836,0.2350441210048685,0.38217977400782005,0.3931424184699292,14965805,,0,0.05250607803463936,PRIMARY,PRIMARY_CANDIDATE,UNREVIEWED,UNREVIEWED,strict canonical three-seed group,within-subject protocol; patch axis is singleton/degenerate,3,"42,1024,3407",true,unknown,unknown,no,no,no,yes,,,,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_dense_full_s42,,,,UNREVIEWED,summary.json + test_metrics.json
